alert_key,probability
360251,0.000355686
355816,0.000365399
360391,0.000365399
357291,0.000365399
364011,0.000365399
357119,0.000365399
352309,0.000365399
360082,0.000365399
359116,0.000365399
360825,0.000365399
357897,0.000369489
373644,0.000372012
357092,0.000375212
360396,0.000381779
352291,0.000383315
363154,0.000394884
357288,0.000396304
364624,0.000410555
364977,0.000427467
354837,0.000428507
364194,0.000428507
360015,0.000435477
356369,0.000435477
363282,0.000438582
360254,0.000442041
358276,0.000443155
362736,0.000443475
361721,0.000443475
354015,0.000446033
358197,0.000446033
360812,0.000446033
357658,0.000446033
361685,0.000446033
356611,0.000455834
358254,0.000458237
363167,0.0004634
356789,0.000475482
364045,0.000475482
360406,0.000475482
361718,0.000475482
355188,0.000477539
363763,0.000477539
356045,0.000477539
359642,0.000477539
353047,0.000477539
355380,0.000477539
357497,0.000477539
354619,0.000477539
364694,0.000477539
357100,0.000477539
352691,0.000477539
355800,0.000477539
354229,0.000477539
358456,0.000477539
352305,0.000477539
364309,0.000477539
357282,0.000477539
359253,0.000477539
354928,0.00048748
356742,0.00048748
363569,0.00048748
357656,0.00048748
358819,0.00048748
354013,0.00048748
355521,0.00048748
353366,0.00048748
352465,0.00048748
364006,0.00048748
358193,0.00048748
359827,0.00048748
357700,0.000489314
357871,0.000491927
353213,0.000491927
354804,0.000491927
353847,0.000491927
359362,0.00049321
358708,0.00049321
355725,0.000501941
353198,0.000501941
357115,0.000503777
361866,0.000503777
357513,0.000503777
360976,0.000504084
355540,0.000506652
354950,0.000506652
354604,0.000510556
358723,0.000510833
361566,0.000510833
355761,0.000510833
361137,0.000510833
354814,0.000510833
359382,0.000510833
362144,0.000510833
358036,0.000534758
360572,0.00053795
364176,0.00053795
362866,0.00053795
353220,0.00053795
354813,0.00053795
359777,0.00053795
353855,0.00053795
361565,0.00053795
356941,0.00053795
363453,0.00053795
359863,0.000538091
353415,0.000538091
357717,0.000538091
354978,0.000538091
356189,0.000538091
355567,0.000538091
360233,0.000548202
363143,0.000557684
364631,0.000557684
358588,0.000573843
364135,0.000579205
354836,0.000580893
353234,0.000580893
356305,0.000580893
359947,0.000580893
355901,0.000580893
357893,0.000580893
354853,0.000582763
353888,0.000582763
357905,0.000582763
364201,0.000582763
356314,0.000582763
361160,0.000582763
361592,0.000582763
359959,0.000582763
358298,0.000582763
355915,0.000582763
352886,0.000582763
362245,0.000582763
360592,0.000583411
355426,0.000585796
355212,0.000587707
356426,0.000587707
352710,0.000587707
354612,0.000614667
352298,0.000614667
354223,0.000614667
359636,0.000614667
356599,0.000614667
353041,0.000614667
355373,0.000614667
357275,0.000614667
359340,0.000617962
359732,0.000617962
356884,0.000617962
356120,0.000617962
363304,0.00062041
362914,0.000622822
364722,0.000624862
363480,0.000636212
352331,0.000636212
357319,0.000643548
362929,0.000643548
364718,0.000643548
358841,0.000645024
364703,0.000645425
358987,0.000645425
363478,0.000653442
357904,0.000653442
356140,0.000656715
359737,0.000656715
355545,0.000671734
364172,0.000671798
360998,0.000672806
357318,0.000715441
356890,0.000720082
363906,0.000723122
354661,0.000738978
354061,0.00074626
354798,0.000752063
361576,0.000762879
357324,0.000785179
361456,0.000785179
356632,0.000785179
362273,0.000785179
355420,0.000785179
356068,0.000785179
363339,0.000785179
353077,0.000785179
358622,0.000785179
361018,0.000785179
354256,0.000785179
352332,0.000785179
364748,0.000785179
354658,0.000785179
363914,0.000785179
359272,0.000785179
358061,0.000785179
360287,0.000785179
353878,0.000790453
364667,0.000790453
355570,0.000790453
359143,0.000790453
352522,0.000790453
357327,0.000790687
361298,0.000804576
361860,0.000804576
358983,0.000804576
360597,0.000804576
358466,0.000804576
359494,0.000804576
364320,0.000804576
354471,0.000809457
360820,0.000809586
353518,0.000810998
361158,0.000810998
357216,0.000810998
352816,0.000810998
352520,0.000810998
355183,0.000826744
352312,0.000832102
362175,0.000838074
363034,0.000842891
364493,0.000842891
358227,0.000868782
360842,0.000868782
357701,0.000868782
355556,0.000868782
359851,0.000868782
364030,0.000868782
352493,0.000868782
356182,0.000868782
353403,0.000868782
356777,0.000868782
354911,0.000875937
354810,0.000881216
355759,0.000881216
362953,0.000901518
358064,0.000901518
362287,0.000901518
353080,0.000901518
359946,0.000903988
355900,0.000903988
356304,0.000903988
362823,0.000915558
355147,0.000917842
357442,0.000917842
353541,0.000917842
363684,0.000917842
360513,0.000917842
358808,0.000920017
360225,0.000921673
354565,0.000921673
361286,0.000926009
361854,0.000926009
357499,0.000926009
352680,0.000942115
357081,0.000943921
359373,0.00094701
354238,0.000949366
360018,0.000955277
356372,0.000955277
357848,0.000960632
361848,0.00096182
362472,0.00096182
358726,0.000975083
361015,0.000975083
357314,0.000975083
355091,0.000975729
364898,0.000979577
357297,0.000980828
356612,0.000980828
356055,0.000980828
359653,0.000980828
352316,0.000980828
355395,0.000980828
363738,0.000993605
362174,0.001001487
357882,0.001006724
357233,0.001006724
352857,0.001006724
358431,0.001006724
358157,0.001006724
363696,0.001006724
357068,0.001006724
354415,0.00100744
361136,0.001008175
361431,0.00101807
357668,0.001035173
360292,0.001041163
358736,0.001046393
356052,0.001062815
359650,0.001062815
353589,0.001068021
363780,0.001068021
354459,0.001068021
360077,0.001078219
356420,0.001078219
353868,0.001103691
360651,0.001103691
358258,0.001103691
362154,0.001103691
356248,0.001103691
361577,0.001103691
355773,0.001103691
361147,0.001103691
357889,0.001103691
359784,0.001103691
353229,0.001103691
352874,0.001103691
364480,0.001103691
362872,0.001103691
356953,0.001103691
362463,0.001108589
363580,0.001137056
353383,0.001137056
358211,0.001137056
355538,0.001137056
354942,0.00114585
354022,0.00114585
357670,0.00114585
356756,0.00114585
360648,0.001147931
360279,0.001164087
358569,0.00117462
352254,0.00117462
358008,0.00117462
354759,0.00117462
353825,0.00117462
355382,0.00117462
359223,0.00117462
363866,0.00117462
357286,0.00117462
362895,0.00117462
363040,0.001176476
353248,0.001176476
363479,0.001176476
354630,0.001183517
354831,0.001191318
360652,0.001191318
356300,0.001191318
359941,0.001191318
364189,0.001191318
361580,0.001191318
364484,0.001191318
353870,0.001191318
353231,0.001191318
363020,0.001191318
355895,0.001191318
362230,0.001191318
358260,0.001191318
361150,0.001191318
356395,0.001217801
360049,0.001217801
361446,0.001219447
359658,0.001219447
361002,0.001219447
361839,0.001222658
360085,0.001229018
360081,0.001244196
355815,0.001244196
356424,0.001244196
356605,0.001260217
363319,0.001260217
356245,0.001269704
356924,0.001287624
365254,0.001321919
355566,0.001364424
356792,0.001364424
359860,0.001364424
354616,0.001368626
357858,0.001369376
353569,0.001373428
352301,0.001404802
361689,0.001413475
360521,0.001453457
359781,0.001461273
361710,0.001532995
357485,0.001535371
364597,0.001537569
352654,0.001537569
359467,0.001537569
357445,0.001537569
355150,0.001537569
363123,0.001537569
354401,0.001537569
358956,0.001537569
355671,0.001537569
354220,0.001541782
375177,0.001554787
359084,0.001569956
360839,0.001574275
360989,0.001594445
363439,0.001594445
364776,0.001607219
353835,0.001608662
356214,0.001608662
359759,0.001608662
355731,0.001608662
360063,0.001617891
357488,0.001617891
360583,0.001617891
357090,0.001617891
363145,0.001617891
361278,0.001617891
358975,0.001617891
352684,0.001617891
359481,0.001617891
364669,0.001617891
356408,0.001617891
355178,0.001617891
358452,0.001617891
361847,0.001617891
362470,0.001617891
363752,0.001617891
355792,0.001617891
354430,0.001617891
356629,0.001656579
363336,0.001656579
362468,0.001675386
364633,0.001675386
364278,0.001695422
358138,0.001709232
364148,0.001709232
357841,0.001709232
353823,0.001709232
355716,0.001709232
354778,0.001709232
356911,0.001709232
357677,0.001713913
364015,0.001713913
354226,0.00171705
355376,0.00171705
359638,0.00171705
356043,0.00171705
357278,0.00171705
354613,0.00171705
356600,0.00171705
354413,0.001719624
363909,0.001723253
358054,0.001723253
361010,0.001723253
360278,0.001723253
354943,0.001786249
364640,0.001800119
363863,0.001800119
352249,0.001800119
363276,0.001800119
358001,0.001800119
362171,0.001800119
361408,0.001800119
357209,0.001800119
362891,0.001800119
359220,0.001800119
360951,0.001800119
359603,0.001800119
356565,0.001800119
360226,0.001800119
360011,0.001817077
356405,0.001848146
357084,0.001848146
358195,0.001880338
355522,0.001880338
364666,0.001881121
364299,0.001881121
361989,0.001933292
355519,0.001957242
364734,0.001988898
363788,0.001988898
361312,0.001988898
356601,0.00203377
358030,0.00203377
354618,0.00203377
355379,0.00203377
358207,0.002092332
360827,0.002092332
357676,0.002092332
356745,0.002117592
354930,0.002117592
355677,0.002130239
354662,0.00214224
357341,0.00214224
352337,0.00214224
354258,0.00214224
363341,0.00214224
364767,0.00214224
361459,0.00214224
358624,0.00214224
360386,0.00216132
354842,0.002172291
363472,0.002172291
353236,0.002172291
358273,0.002172291
353879,0.002172291
356307,0.002172291
356962,0.002172291
364196,0.002172291
355905,0.002172291
364699,0.002177958
353051,0.002236584
361843,0.002240855
356228,0.002259858
359774,0.002259858
358235,0.002268846
365001,0.002268846
364479,0.002305178
352343,0.002314723
353083,0.002314723
360575,0.002335915
358834,0.002347935
360655,0.002369036
355546,0.00237306
364926,0.002387851
353404,0.002399799
358248,0.002415813
363455,0.002415813
358725,0.002415813
360646,0.002415813
359385,0.002415813
364179,0.002415813
361569,0.002415813
361140,0.002415813
354423,0.002452823
352692,0.002460547
356156,0.002485482
364332,0.002485482
358480,0.002485482
356734,0.002485482
359819,0.002485482
361996,0.002485482
358256,0.002485482
360388,0.002489801
356736,0.0024978
364286,0.002502935
358438,0.002502935
364978,0.00251324
354443,0.002523792
361857,0.002523792
364315,0.002523792
355806,0.002523792
352696,0.002523792
357506,0.002523792
361292,0.002523792
360591,0.002523792
360072,0.002523792
359491,0.002523792
364689,0.002523792
355193,0.002523792
363153,0.002523792
357103,0.002523792
353578,0.002523792
362480,0.002523792
358981,0.002523792
358459,0.002523792
355753,0.002536493
361556,0.002536493
363038,0.002642269
363320,0.002687744
363896,0.002687744
355751,0.002695201
362941,0.002703182
359227,0.002751755
352487,0.002766552
357693,0.002766552
353394,0.002766552
364983,0.002772695
363337,0.002803668
360395,0.002803668
361715,0.002860131
353201,0.002863525
356790,0.002876932
352503,0.002876932
356188,0.002876932
355565,0.002876932
359858,0.002876932
360401,0.002919924
359132,0.002919924
361166,0.002959958
360282,0.002968767
359477,0.002974396
357474,0.002974396
357262,0.002984755
352282,0.002984755
360556,0.003099482
358593,0.003108227
353359,0.003110833
356763,0.003139235
358212,0.003139235
363128,0.003153816
361314,0.003173268
360610,0.003173268
358996,0.003173268
359507,0.003173268
354606,0.003246044
355775,0.003246598
353568,0.003265762
361845,0.003265762
361277,0.003265762
357300,0.003266359
364200,0.003293617
356969,0.003293617
353243,0.003293617
355911,0.003293617
356313,0.003293617
354850,0.003293617
353885,0.003293617
357902,0.003293617
358282,0.003293617
359956,0.003293617
353399,0.003307188
360604,0.003386864
361308,0.003386864
355182,0.0034692
357307,0.003506162
352872,0.003538853
364307,0.003584141
361285,0.003584141
359487,0.003584141
357290,0.003584141
357098,0.003584141
361859,0.003595015
363158,0.003679196
361864,0.003679196
356588,0.003692651
360529,0.003698241
363862,0.003720825
364788,0.003724342
371048,0.003724474
363317,0.003735465
368703,0.0037718
354609,0.003779394
361706,0.003788845
364739,0.003788845
364986,0.003788845
357874,0.003788845
359393,0.003788845
359536,0.003788845
364252,0.003788845
363467,0.003788845
358709,0.003788845
358734,0.003788845
356959,0.003788845
352876,0.00384063
364109,0.003845047
356859,0.003845047
365073,0.003845047
362800,0.003845047
361778,0.003845047
359201,0.003845047
358911,0.003845047
360923,0.003845047
359925,0.003845047
363712,0.003845047
358410,0.003845047
362074,0.003845047
356288,0.003845047
360468,0.003845047
352819,0.003873829
360534,0.003873829
357715,0.00389426
376496,0.003925634
355204,0.003953054
360079,0.003953054
358472,0.003953054
359500,0.003953054
357116,0.003953054
364706,0.003953054
355814,0.003953054
358989,0.003953054
356422,0.003953054
353587,0.003953054
363161,0.003953054
355791,0.003968425
357089,0.003968425
363751,0.003968425
364303,0.003968425
352683,0.003968425
358974,0.003968425
358451,0.003968425
369160,0.003972957
356220,0.003984947
359767,0.003984947
357458,0.00400892
360264,0.004020311
373250,0.004030032
364495,0.004079231
363036,0.004079231
362246,0.004079231
359499,0.004141358
361303,0.004141358
364705,0.004141358
358471,0.004141358
361867,0.004141358
362488,0.004141358
360601,0.004141358
358988,0.004141358
363160,0.004141358
362449,0.004147526
358482,0.004194091
361261,0.004294231
354817,0.004342831
354947,0.004361098
354027,0.004361098
356306,0.00440456
364191,0.00440456
358265,0.00440456
356037,0.004455163
353033,0.004455163
356589,0.004455163
355364,0.004455163
354596,0.004455163
355789,0.004504705
377450,0.004570662
362735,0.004628831
357287,0.004680114
358601,0.004680114
357861,0.004693474
362226,0.00470856
361001,0.00470856
357303,0.00470856
358048,0.00470856
354643,0.00470856
359657,0.00470856
356057,0.00470856
362715,0.004776331
360034,0.004802263
355673,0.004802263
353592,0.004802263
364599,0.004802263
357521,0.004802263
363124,0.004802263
354672,0.004859493
352484,0.00488513
363168,0.00488513
360833,0.004916789
358213,0.004916789
358029,0.004994082
377489,0.005026442
354014,0.005082848
353549,0.005121262
360516,0.005121262
358960,0.005121262
357455,0.005121262
362450,0.005121262
363695,0.005121262
357066,0.005121262
361827,0.005121262
361262,0.005121262
355756,0.005152833
354807,0.005152833
358600,0.005221272
369183,0.005235683
358693,0.005244331
364311,0.005285288
358040,0.005297488
356608,0.005297488
363322,0.005297488
358968,0.005327549
353200,0.005333781
375786,0.005385378
357124,0.005406775
354847,0.005485746
358946,0.005558279
364261,0.005558279
352557,0.005558279
360053,0.005576093
356399,0.005576093
355780,0.005576093
354421,0.005576093
354428,0.005577502
359841,0.005613857
356173,0.005613857
354788,0.005621708
353833,0.005621708
359648,0.005688725
359255,0.005688725
363895,0.005688725
358604,0.005688725
358037,0.005688725
360263,0.005688725
354629,0.005688725
355389,0.005688725
364715,0.005688725
360991,0.005688725
361437,0.005688725
362220,0.005688725
362926,0.005688725
356606,0.005688725
354235,0.005688725
360581,0.005722558
362859,0.005743723
367385,0.005790364
353074,0.005807455
363023,0.005985695
360039,0.00599973
356386,0.00599973
356602,0.006039602
361133,0.006055082
358178,0.006055082
357526,0.006214907
360094,0.006214907
361550,0.006235997
372097,0.006369698
374437,0.006401459
360288,0.006437297
357507,0.006502779
372786,0.006596792
363138,0.006772833
354007,0.006777681
364316,0.00678521
353579,0.00678521
356216,0.00680996
359762,0.00680996
354792,0.00680996
355734,0.00680996
364023,0.006903485
358837,0.006903485
363584,0.006903485
354040,0.006903485
354959,0.006903485
355549,0.006903485
356774,0.006903485
359849,0.006903485
358223,0.006903485
356180,0.006903485
360260,0.007004648
354939,0.007012894
363746,0.007014621
357705,0.007174392
354048,0.007174392
352507,0.00743878
358616,0.007555503
373652,0.007559706
358605,0.007563753
361008,0.007782086
358033,0.007905313
352307,0.007905313
354622,0.007905313
368288,0.007959106
356918,0.007966493
361117,0.007966493
362850,0.007966493
369001,0.008006123
359121,0.008018947
352476,0.008088736
359828,0.008116328
356165,0.008116328
363571,0.008116328
364008,0.008116328
355523,0.008116328
360090,0.008133675
358592,0.008195441
354054,0.008454396
356787,0.008454396
353413,0.008454396
359857,0.008454396
354973,0.008454396
358846,0.008454396
352501,0.008454396
358237,0.008454396
356187,0.008454396
364044,0.008454396
357709,0.008454396
355563,0.008454396
358464,0.008598617
361296,0.008598617
357064,0.008800954
373249,0.008834857
371557,0.008879561
354573,0.009030106
367901,0.009127459
364692,0.009129048
366990,0.009135589
356795,0.009409118
360409,0.009409118
358850,0.009409118
359142,0.009409118
358242,0.009409118
356195,0.009409118
362015,0.009409118
364047,0.009409118
360854,0.009409118
365009,0.009409118
362734,0.009409118
361720,0.009409118
354218,0.009423547
354603,0.009423547
362207,0.009423547
358026,0.009423547
363307,0.009423547
366992,0.009441363
355361,0.009442746
353030,0.009442746
359625,0.009442746
356033,0.009442746
357482,0.009679167
366277,0.009880656
370571,0.009940367
355171,0.009973875
360985,0.010050841
364751,0.010100775
362947,0.010100775
355501,0.010138759
370278,0.010197381
356783,0.010200765
354607,0.010228655
363033,0.010559677
376567,0.010612582
360058,0.0106436
356403,0.0106436
368268,0.010716221
368570,0.010855993
355156,0.010905012
359469,0.010905012
360041,0.010905012
358432,0.010905012
357457,0.010905012
361263,0.010905012
363697,0.010905012
356388,0.010905012
364193,0.010936425
360654,0.010936425
358268,0.010936425
362717,0.010985529
357222,0.011074191
354177,0.011074191
360954,0.011074191
352253,0.011074191
354569,0.011074191
355347,0.011074191
358568,0.011074191
359222,0.011074191
364643,0.011074191
362176,0.011074191
356569,0.011074191
358006,0.011074191
360230,0.011074191
357295,0.011102819
352508,0.011169064
353205,0.011207341
358167,0.011207341
355741,0.011207341
354796,0.011207341
357863,0.011207341
352670,0.011322488
359371,0.011367618
371768,0.011395877
362916,0.011696752
369612,0.011830347
357108,0.012050651
363771,0.012050651
362483,0.012050651
352700,0.012050651
355810,0.012050651
364698,0.012050651
364321,0.012050651
355198,0.012050651
353582,0.012050651
361299,0.012050651
360598,0.012050651
360075,0.012050651
354449,0.012050651
358984,0.012050651
358467,0.012050651
361861,0.012050651
359495,0.012050651
357510,0.012050651
363155,0.012050651
353178,0.012489964
364165,0.012585169
362214,0.012685352
353405,0.012713057
355762,0.013309596
358443,0.01352735
361835,0.01352735
360577,0.01352735
357079,0.01352735
363740,0.01352735
357109,0.013598962
359639,0.013628744
354854,0.013628744
355916,0.013628744
356315,0.013628744
356044,0.013628744
359960,0.013628744
357869,0.013761133
358331,0.01377913
364253,0.01377913
364603,0.013792861
363129,0.013792861
362586,0.013913306
358206,0.013913306
352686,0.014013895
354432,0.014013895
364964,0.014193107
355795,0.014451282
357095,0.014451282
356411,0.014451282
360066,0.014451282
363757,0.014451282
356949,0.014452206
356246,0.014452206
354824,0.014452206
353864,0.014452206
359782,0.014452206
364182,0.014452206
355769,0.014452206
376117,0.014458386
357274,0.014784143
367018,0.01501238
370240,0.015028798
364041,0.015159762
358844,0.015159762
362930,0.015389168
364721,0.015389168
367684,0.015612938
353566,0.01564741
357304,0.01572475
353065,0.01572475
361128,0.015856616
360566,0.015856616
359376,0.015856616
364626,0.01603579
363136,0.01603579
361836,0.01603579
361433,0.01603579
355745,0.01603579
362461,0.01603579
364020,0.016051559
358833,0.016051559
359270,0.01613584
362243,0.016151547
360558,0.016396256
363146,0.016549606
364628,0.016578028
366963,0.016728919
358239,0.018148998
352859,0.018231928
367535,0.018295994
357223,0.018674608
360955,0.018674608
354212,0.018704982
354260,0.018901184
352342,0.018901184
355397,0.018971877
361698,0.019328566
371637,0.019504806
358835,0.019537728
358220,0.019537728
357478,0.020035384
353560,0.020035384
369164,0.02014221
360582,0.020168586
358216,0.02025857
357692,0.02025857
362225,0.02039605
359656,0.02039605
361000,0.02039605
363905,0.02039605
355403,0.02039605
363328,0.02039605
356617,0.02039605
358610,0.02039605
372305,0.020667545
365739,0.020699391
370233,0.020822156
361295,0.020842852
371793,0.020948872
367366,0.021555178
378018,0.021795172
356638,0.022499057
362955,0.022499057
361024,0.022499057
360293,0.022499057
358066,0.022499057
355428,0.022499057
363345,0.022499057
364778,0.022499057
362296,0.022499057
354667,0.022499057
359673,0.022499057
359468,0.022514546
359654,0.023354702
363902,0.023354702
356614,0.023354702
362155,0.023358889
360281,0.023501694
376503,0.023545181
359633,0.023659816
357567,0.023659816
356594,0.023659816
353416,0.023659816
354448,0.023685208
356765,0.024301196
352480,0.024301196
371279,0.024731431
355458,0.02481934
353860,0.024940051
362147,0.024940051
364470,0.024940051
361570,0.024940051
361141,0.024940051
362869,0.024940051
362469,0.0252389
354440,0.025267439
361432,0.025450975
358602,0.025522888
353059,0.025588624
358430,0.025752496
357456,0.025752496
360040,0.025752496
357067,0.025752496
355678,0.025752496
356387,0.025752496
353550,0.025752496
355527,0.02663321
373477,0.027337354
363130,0.027355388
356628,0.027355388
362451,0.027355388
376103,0.027387422
361999,0.027528076
374318,0.027579537
353831,0.027726421
355155,0.028366001
357069,0.028421223
358434,0.028421223
354407,0.028421223
356390,0.028421223
360043,0.028421223
355679,0.028421223
365325,0.028496917
358733,0.028666573
367417,0.029011484
368580,0.029521743
366708,0.029583605
365595,0.030003257
372343,0.030424574
364695,0.030645544
360588,0.0307592
363152,0.0307592
358980,0.0307592
362477,0.0307592
361855,0.0307592
359488,0.0307592
361287,0.0307592
372795,0.030808095
361705,0.030836575
371639,0.031022875
370248,0.031223873
369444,0.031312298
357322,0.031549882
355418,0.031549882
367216,0.03199149
375775,0.032035504
378068,0.032059852
354938,0.032270376
